2016-11-08_20:54:58,1006,0.00,0.00,0.00,0.00,22.02,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:58,1063,0.00,0.00,0.00,0.00,22.00,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:58,1122,0.00,0.00,0.00,0.00,22.00,22.22,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:54:58,1179,0.00,0.00,0.00,0.00,21.98,22.22,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:54:58,1236,0.00,0.00,0.00,0.00,21.98,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:58,1295,0.00,0.00,0.00,0.00,21.98,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:54:58,1352,0.00,0.00,0.00,0.00,22.02,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:58,1410,0.00,0.00,0.00,0.00,22.02,22.02,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,147.00,
2016-11-08_20:54:58,1468,0.00,0.00,0.00,0.00,21.94,22.02,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,150.00,
2016-11-08_20:54:58,1525,0.00,0.00,0.00,0.00,21.94,22.26,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:58,1584,0.00,0.00,0.00,0.00,21.94,22.26,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:54:58,1641,0.00,0.00,0.00,0.00,22.06,22.26,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:54:58,1698,0.00,0.00,0.00,0.00,22.06,21.74,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:54:59,1757,0.00,0.00,0.00,0.00,22.00,21.74,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:59,1814,0.00,0.00,0.00,0.00,22.00,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,1871,0.00,0.00,0.00,0.00,22.00,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:59,1930,0.00,0.00,0.00,0.00,21.90,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:59,1987,0.00,0.00,0.00,0.00,21.90,22.06,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2044,0.00,0.00,0.00,0.00,21.78,22.06,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2103,0.00,0.00,0.00,0.00,21.78,22.48,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,150.00,
2016-11-08_20:54:59,2160,0.00,0.00,0.00,0.00,21.78,22.48,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2219,0.00,0.00,0.00,0.00,21.66,22.48,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,150.00,
2016-11-08_20:54:59,2276,0.00,0.00,0.00,0.00,21.66,22.04,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2333,0.00,0.00,0.00,0.00,21.62,22.04,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:54:59,2392,0.00,0.00,0.00,0.00,21.62,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:54:59,2449,0.00,0.00,0.00,0.00,21.62,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:54:59,2506,0.00,0.00,0.00,0.00,21.64,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2565,0.00,0.00,0.00,0.00,21.64,22.12,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,149.00,
2016-11-08_20:54:59,2622,0.00,0.00,0.00,0.00,21.64,22.12,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:54:59,2679,0.00,0.00,0.00,0.00,21.62,22.12,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,2738,0.00,0.00,0.00,0.00,21.62,22.12,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:00,2795,0.00,0.00,0.00,0.00,21.72,22.12,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:00,2853,0.00,0.00,0.00,0.00,21.72,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,2911,0.00,0.00,0.00,0.00,21.72,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:00,2968,0.00,0.00,0.00,0.00,21.76,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,151.00,
2016-11-08_20:55:00,3026,0.00,0.00,0.00,0.00,21.76,22.00,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,3084,0.00,0.00,0.00,0.00,21.92,22.00,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:00,3141,0.00,0.00,0.00,0.00,21.92,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:00,3200,0.00,0.00,0.00,0.00,21.92,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,3257,0.00,0.00,0.00,0.00,21.80,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,3315,0.00,0.00,0.00,0.00,21.80,21.72,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:00,3373,0.00,0.00,0.00,0.00,21.80,21.72,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:00,3430,0.00,0.00,0.00,0.00,21.80,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,3488,0.00,0.00,0.00,0.00,21.80,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:00,3546,0.00,0.00,0.00,0.00,21.74,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:00,3603,0.00,0.00,0.00,0.00,21.74,22.18,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,150.00,
2016-11-08_20:55:00,3661,0.00,0.00,0.00,0.00,21.86,22.18,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:00,3719,0.00,0.00,0.00,0.00,21.86,21.76,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,151.00,
2016-11-08_20:55:01,3776,0.00,0.00,0.00,0.00,21.86,21.76,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:01,3834,0.00,0.00,0.00,0.00,21.84,21.76,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:01,3892,0.00,0.00,0.00,0.00,21.84,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,150.00,
2016-11-08_20:55:01,3950,0.00,0.00,0.00,0.00,21.96,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,146.00,
2016-11-08_20:55:01,4007,0.00,0.00,0.00,0.00,21.96,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:01,4065,0.00,0.00,0.00,0.00,21.96,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,146.00,
2016-11-08_20:55:01,4123,0.00,0.00,0.00,0.00,22.06,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:01,4180,0.00,0.00,0.00,0.00,22.06,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:01,4238,0.00,0.00,0.00,0.00,22.06,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:01,4296,0.00,0.00,0.00,0.00,22.20,21.70,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:01,4354,0.00,0.00,0.00,0.00,22.20,21.70,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:55:01,4411,0.00,0.00,0.00,0.00,22.06,21.70,0.00,20.00,1.50,1.98,91.46,15.67,0.00,133.00,147.00,
2016-11-08_20:55:01,4469,0.00,0.00,0.00,0.00,22.06,21.76,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:01,4527,0.00,0.00,0.00,0.00,22.06,21.76,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:01,4585,0.00,0.00,0.00,0.00,21.78,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,150.00,
2016-11-08_20:55:01,4642,0.00,0.00,0.00,0.00,21.78,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,150.00,
2016-11-08_20:55:01,4700,0.00,0.00,0.00,0.00,21.88,21.64,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:02,4758,0.00,0.00,0.00,0.00,21.88,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:02,4815,0.00,0.00,0.00,0.00,21.88,21.78,0.00,20.00,1.50,1.98,91.46,15.67,0.00,133.00,149.00,
2016-11-08_20:55:02,4873,0.00,0.00,0.00,0.00,21.90,21.80,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:02,4931,0.00,0.00,0.00,0.00,21.90,21.80,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:02,4988,0.00,0.00,0.00,0.00,21.92,21.80,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:02,5047,0.00,0.00,0.00,0.00,21.92,21.90,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:02,5104,0.00,0.00,0.00,0.00,21.92,21.90,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:02,5161,0.00,0.00,0.00,0.00,22.04,21.90,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:02,5220,0.00,0.00,0.00,0.00,22.04,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:02,5277,0.00,0.00,0.00,0.00,22.16,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:02,5335,0.00,0.00,0.00,0.00,22.16,21.58,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:02,5393,0.00,0.00,0.00,0.00,22.16,21.58,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:02,5450,0.00,0.00,0.00,0.00,21.90,21.58,0.00,20.00,1.50,1.98,91.46,15.67,0.00,133.00,148.00,
2016-11-08_20:55:02,5508,0.00,0.00,0.00,0.00,21.90,21.74,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:02,5566,0.00,0.00,0.00,0.00,21.90,21.74,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:02,5623,0.00,0.00,0.00,0.00,21.82,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:02,5682,0.00,0.00,0.00,0.00,21.82,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:03,5739,0.00,0.00,0.00,0.00,21.92,21.98,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,150.00,
2016-11-08_20:55:03,5796,0.00,0.00,0.00,0.00,21.92,21.92,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:03,5855,0.00,0.00,0.00,0.00,21.92,21.92,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,150.00,
2016-11-08_20:55:03,5912,0.00,0.00,0.00,0.00,22.00,21.88,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:03,5969,0.00,0.00,0.00,0.00,22.00,21.88,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:03,6028,0.00,0.00,0.00,0.00,21.92,21.88,0.00,20.00,1.50,1.98,91.46,15.67,0.00,132.00,149.00,
2016-11-08_20:55:03,6085,0.00,0.00,0.00,0.00,21.92,21.88,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:03,6144,0.00,0.00,0.00,0.00,21.92,21.88,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:03,6201,0.00,0.00,0.00,0.00,21.90,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:03,6258,0.00,0.00,0.00,0.00,21.90,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:03,6317,0.00,0.00,0.00,0.00,22.02,22.34,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:03,6374,0.00,0.00,0.00,0.00,22.02,22.20,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:03,6431,0.00,0.00,0.00,0.00,22.02,22.20,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:03,6490,0.00,0.00,0.00,0.00,22.38,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,151.00,
2016-11-08_20:55:03,6547,0.00,0.00,0.00,0.00,22.38,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,147.00,
2016-11-08_20:55:03,6604,0.00,0.00,0.00,0.00,22.30,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:03,6663,0.00,0.00,0.00,0.00,22.30,21.82,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:03,6720,0.00,0.00,0.00,0.00,22.30,21.82,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:04,6778,0.00,0.00,0.00,0.00,22.40,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:04,6836,0.00,0.00,0.00,0.00,22.40,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:04,6893,0.00,0.00,0.00,0.00,22.40,22.10,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,147.00,
2016-11-08_20:55:04,6951,0.00,0.00,0.00,0.00,22.24,21.92,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:04,7009,0.00,0.00,0.00,0.00,22.24,21.92,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,147.00,
2016-11-08_20:55:04,7066,0.00,0.00,0.00,0.00,22.16,21.92,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:04,7124,0.00,0.00,0.00,0.00,22.16,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:04,7182,0.00,0.00,0.00,0.00,22.16,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:04,7239,0.00,0.00,0.00,0.00,22.12,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:04,7298,0.00,0.00,0.00,0.00,22.12,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:04,7355,0.00,0.00,0.00,0.00,22.12,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:04,7413,0.00,0.00,0.00,0.00,22.12,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:55:04,7471,0.00,0.00,0.00,0.00,22.12,22.24,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:04,7528,0.00,0.00,0.00,0.00,22.08,22.20,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:04,7586,0.00,0.00,0.00,0.00,22.08,22.20,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:04,7644,0.00,0.00,0.00,0.00,22.08,22.20,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,147.00,
2016-11-08_20:55:04,7701,0.00,0.00,0.00,0.00,22.08,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,150.00,
2016-11-08_20:55:05,7759,0.00,0.00,0.00,0.00,22.08,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:05,7817,0.00,0.00,0.00,0.00,21.94,22.14,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:55:05,7875,0.00,0.00,0.00,0.00,21.94,22.14,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,150.00,
2016-11-08_20:55:05,7932,0.00,0.00,0.00,0.00,21.94,22.14,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,7990,0.00,0.00,0.00,0.00,21.94,22.32,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,8048,0.00,0.00,0.00,0.00,21.94,22.32,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:05,8105,0.00,0.00,0.00,0.00,22.04,22.46,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,8163,0.00,0.00,0.00,0.00,22.04,22.46,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,8221,0.00,0.00,0.00,0.00,22.04,22.46,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,8279,0.00,0.00,0.00,0.00,21.92,21.80,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:05,8336,0.00,0.00,0.00,0.00,21.92,21.80,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:05,8394,0.00,0.00,0.00,0.00,22.00,22.38,0.00,20.00,1.50,1.98,91.46,15.67,0.00,139.00,150.00,
2016-11-08_20:55:05,8452,0.00,0.00,0.00,0.00,22.00,22.38,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:05,8510,0.00,0.00,0.00,0.00,22.00,22.38,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:05,8567,0.00,0.00,0.00,0.00,22.04,22.44,0.00,20.00,1.50,1.98,91.46,15.67,0.00,139.00,149.00,
2016-11-08_20:55:05,8625,0.00,0.00,0.00,0.00,22.04,22.44,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,151.00,
2016-11-08_20:55:05,8683,0.00,0.00,0.00,0.00,22.04,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:06,8740,0.00,0.00,0.00,0.00,22.04,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,149.00,
2016-11-08_20:55:06,8798,0.00,0.00,0.00,0.00,22.04,22.08,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:06,8856,0.00,0.00,0.00,0.00,22.02,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,148.00,
2016-11-08_20:55:06,8913,0.00,0.00,0.00,0.00,22.02,22.16,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:06,8972,0.00,0.00,0.00,0.00,22.04,22.06,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:06,9029,0.00,0.00,0.00,0.00,22.04,22.06,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:06,9086,0.00,0.00,0.00,0.00,22.04,22.06,0.00,20.00,1.50,1.98,91.46,15.67,0.00,133.00,150.00,
2016-11-08_20:55:06,9145,0.00,0.00,0.00,0.00,21.92,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:06,9202,0.00,0.00,0.00,0.00,21.92,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:06,9260,0.00,0.00,0.00,0.00,21.92,21.94,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,149.00,
2016-11-08_20:55:06,9318,0.00,0.00,0.00,0.00,22.02,21.82,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,149.00,
2016-11-08_20:55:06,9375,0.00,0.00,0.00,0.00,22.02,21.82,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
2016-11-08_20:55:06,9433,0.00,0.00,0.00,0.00,22.02,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,137.00,149.00,
2016-11-08_20:55:06,9491,0.00,0.00,0.00,0.00,22.02,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:06,9548,0.00,0.00,0.00,0.00,22.02,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:06,9607,0.00,0.00,0.00,0.00,21.88,22.04,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:55:06,9664,0.00,0.00,0.00,0.00,21.88,22.04,0.00,20.00,1.50,1.98,91.46,15.67,0.00,138.00,151.00,
2016-11-08_20:55:06,9721,0.00,0.00,0.00,0.00,21.86,21.56,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,147.00,
2016-11-08_20:55:07,9780,0.00,0.00,0.00,0.00,21.86,21.56,0.00,20.00,1.50,1.98,91.46,15.67,0.00,134.00,148.00,
2016-11-08_20:55:07,9837,0.00,0.00,0.00,0.00,21.86,21.56,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:07,9894,0.00,0.00,0.00,0.00,21.92,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,147.00,
2016-11-08_20:55:07,9953,0.00,0.00,0.00,0.00,21.92,21.96,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,148.00,
2016-11-08_20:55:07,10010,0.00,0.00,0.00,0.00,22.12,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,133.00,148.00,
2016-11-08_20:55:07,10068,0.00,0.00,0.00,0.00,22.12,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,135.00,148.00,
2016-11-08_20:55:07,10127,0.00,0.00,0.00,0.00,22.12,21.84,0.00,20.00,1.50,1.98,91.46,15.67,0.00,136.00,149.00,
